"yine";"spanish";"source"
"Gimetachri yineru yanumsanata wanepnutetka ruchrokamtatka.";"Un borracho estuve hablando, luego se calló.";"diccionario_virtual_yine"
"Tsru giga tyojijpatya charawajpa mama.";"Mi madre prepara un puré de achacubo con yuca en el pilón.";"diccionario_virtual_yine"
"Tye prika ruganwu jina.";"Hoy en la mañana nos mojamos con lluvia.";"diccionario_virtual_yine"
"Gigima ksure gajero ramgiyana nepurni.";"A mi hermano se le perdió la tobillera.";"diccionario_virtual_yine"
"Gistrukachi chanixna yine, rugkakagnaputna.";"El presidente de la comunidad cita a todos los comuneros.";"diccionario_virtual_yine"
"i gixo gigkaklewlu rumtapnina natjirunni.";"Mis abuelos conocían muchos relatos.";"diccionario_virtual_yine"
"Satu jiglokachri miaríaya gigkakletlu jijiya pirana.";"Un alumno de Miaría relató el cuento del gigante.";"diccionario_virtual_yine"
"Rugkakpokowakotkana girchine wugenna jiglokachine pirana.";"Todos los padres de familias se tienen que sensibilizar para el bien de sus hijos.";"diccionario_virtual_yine"
"Giyekni chichiksu rugkiya nganuru.";"Mi esposo le disparó con escopeta a un paujil.";"diccionario_virtual_yine"
"Gemgognerixini ruspakpotuta gixo gigkokaglu.";"En tiempo de calor, el sudor sale mucho.";"diccionario_virtual_yine"
"Nupxaluneyma psinitsonu nuglenshikantapanu nakatsrekapyawakaya.";"Iré a entretenerme con mis amigos jugando fútbol cuando termine mi examen.";"diccionario_virtual_yine"
"Giglenshinikanyegitkalunni wa mturune.";"Los niños son muy bendecidos.";"diccionario_virtual_yine"
"tye gogne niglepokotanu.nopji";"Hoy día arreglaré mi casa.";"diccionario_virtual_yine"
"Gtsrukachi rulepokyegitlu satu makluji.";"El presidente de la comunidad intercede por un joven que tiene problemas.";"diccionario_virtual_yine"
"Muchinanu rushicho rugleretpotuta gosi.";"José prefiere a su hija mayor.";"diccionario_virtual_yine"
"Gatjirchi gijretna gimekagine.";"El abuelo corrige a sus nietos.";"diccionario_virtual_yine"
"Sato gogi gimatachro gigletka gi rixanu giwa gora tanikanatatka.";"Ayer corregí el reloj que no indicaba correctamente la hora.";"diccionario_virtual_yine"
"Pugletanro motoro gixako tyananu.";"Repara el motor o no podrá andar.";"diccionario_virtual_yine"
"Kiruka yonatka satu yineru gignantakachri.";"El coordinador hace su informe.";"diccionario_virtual_yine"
"Sato suxni gapokana gigragalewatachrona.";"Llegó una mujer que está menstruando.";"diccionario_virtual_yine"
"Makloji ginjetlu tepomgikolu.";"La señorita contesta las preguntas.";"diccionario_virtual_yine"
"Panchi gruko kamruta papa.";"Mi papá está construyendo el cuarto de la casa.";"diccionario_virtual_yine"
"Nugleretlu gijeprechi.";"Me gusta el arete.";"diccionario_virtual_yine"
"Satu yeneru gijga kamrureta.";"Un hombre busca trabajo.";"diccionario_virtual_yine"
"Wale gijgalu gituru.";"Él quiere ubicar a su hijo perdido.";"diccionario_virtual_yine"
"Kgimatkalerune gijgapiranatlu kshana kanser chinanu gitukakachri.";"Los sabios investigan las plantas para el tratamiento de cáncer.";"diccionario_virtual_yine"
"Wa mturu kolnamawatini rujirostkagata.";"El niño babea cuando tiene escorbuto.";"diccionario_virtual_yine"
"Gijixitsa gimlakamta.";"Se rompió el hilo de cruces.";"diccionario_virtual_yine"
"Shimni gijpaganatka.";"El pescado se ha descompuesto.";"diccionario_virtual_yine"
"Totu kigleru gijretlu gixno gita.";"El abuelo me aconsejó bien.";"diccionario_virtual_yine"
"Gatskopije pujrukini, xakoka waneko pakaxikyapa.";"Baja por la escalera, no saltes desde ahí.";"diccionario_virtual_yine"
"Gijwu wgengima tetamta nato.";"Dice que la tía vio una cría de relojero buduc de altura.";"diccionario_virtual_yine"
"Nsaplo slopa gikegaproni.";"Mi tía Slopa es muy tonta.";"diccionario_virtual_yine"
"Gikemumatkatu nganurutana.";"Me casé con un hombre inútil.";"diccionario_virtual_yine"
"Rukluganutka mturu gosakatachri.";"El bebé ya está durmiendo; debe echarse en su cama.";"diccionario_virtual_yine"
"Ruklukanuwatana nepurni.";"Mi hermano se culpó de un delito.";"diccionario_virtual_yine"
"Gagyekachrini gikmagatana tsruruspuwnaga.";"El ahogado está flotando en la orilla del río.";"diccionario_virtual_yine"
"Nakatsrekyawaka nuknaga ksujetyana.";"Me fracturé la pierna jugando fútbol.";"diccionario_virtual_yine"
"Suxo giknokanna twugenenni.";"La mujer deja a sus hijos.";"diccionario_virtual_yine"
"Tuwshokamtanru tganurni yinero.";"La señora abandonó a su esposo.";"diccionario_virtual_yine"
"Totu giknoklu kapcholu.";"EL abuelo bota la basura.";"diccionario_virtual_yine"
"Wale yineru mugletu kamrukleru ruknookotka pokchiya.";"Esa persona debe ser desterrada de la comunidad.";"diccionario_virtual_yine"
"Rapoka ngimatjiru gepuru wale koxa gikojirchi wchina.";"Ha llegado el hermano del suegro. A él también le decimos tío.";"diccionario_virtual_yine"
"Mama gikojiru gapoka.";"Llegó su tío materno de mi mamá.";"diccionario_virtual_yine"
"Namgiyana nkochirote makakta mama gikshikatkalu.";"Se me perdió mi cuchillo; felizmente mi mama lo halló.";"diccionario_virtual_yine"
"Goshaya koko gikwansataje rujgapa.";"Mi tío se fue al monte a buscar palo de viga que va a colocar en los tijerales.";"diccionario_virtual_yine"
"Kegneteyaka gyanu gi rixanu gimaletlu yapikowaka.";"Retírense un poquito más allá porque estorban el paso.";"diccionario_virtual_yine"
"Gitlapa wkoshpakyalu kapcholu gimaletanatachri.";"De una acequia sacamos mucha basura que la estaba obstruyendo.";"diccionario_virtual_yine"
"Numapga tpalitana.";"Tengo ampolla en mi pierna.";"diccionario_virtual_yine"
"Shapa gimatgetlu mturu gishpakachri toturu wgene, ruru pixka potgimako rixa.";"Mi tía reconoce el hijo de su hijo que se parece igualito a su padre.";"diccionario_virtual_yine"
"Puturu gimatgojrewata wa klunerupni wa wnikanu.";"Tu hijo adivinó cuál era la comida.";"diccionario_virtual_yine"
"Gige gimatjemlu gigkakanatikolu tye prixa jiglokapyawa.";"Esta mañana en la reunión de la escuela han logrado comprender.";"diccionario_virtual_yine"
"Gixo shima rapa gimatjirchi; gipashichkalurni gimajirchi.";"El suegro trajo abundante pescado; a la suegra hay que respetarla.";"diccionario_virtual_yine"
"Nopokchiya pejnuruneko gimatkaluryegi giwlatikowaka giwlajetya.";"En mi comunidad cocinamos en una olla común para todos.";"diccionario_virtual_yine"
"Wala makloji gimatkaluropgutni gitaya.";"Esa señorita se me hacen conocidas.";"diccionario_virtual_yine"
"Wale gimata pinrewata kshanayma";"Él sabe curar con las plantas.";"diccionario_virtual_yine"
"Gimatu terotga nunra.";"Mi mamá lava la olla.";"diccionario_virtual_yine"
"Gimepe girletanutnaka nkoyagle.";"Tienen que repetir a tomar mi masato.";"diccionario_virtual_yine"
"Wale mturu gimjikachrini pshinitsogkaka rashyata.";"Ese niño vive contento porque se sonríe a cada rato.";"diccionario_virtual_yine"
"Retinitkalona yine diccionariotna tsru gimjiklu rixna.";"Cuando los yines vieron el diccionario gozaron mucho.";"diccionario_virtual_yine"
"Numuwata nomole salwayegityano.";"Me alegra que mi familia me visite.";"diccionario_virtual_yine"
"Kewe gimkanata cocina sretaya.";"El perro estaba durmiendo en la cocina.";"diccionario_virtual_yine"
"Gimkikowakapji rapokanna wa yine pnu ginyachinepa.";"Las personas que vienen de lejos llegarán al hotel.";"diccionario_virtual_yine"
"Gimxigi retyalu nepuru gimnu maygaletu.";"Mi hermano vio una culebra ciega en un bosquecito.";"diccionario_virtual_yine"
"Tapoka sato yinero gimole sreta.";"Llegó una de sus primas.";"diccionario_virtual_yine"
"Yeye gimotsatlu gituru jiglokyawa.";"Mi hermano siempre acompaña a su hijo a la escuela.";"diccionario_virtual_yine"
"Gimreta projitanu gimkata yagapgaletinripa.";"Ahorren para que puedan viajar.";"diccionario_virtual_yine"
"Ma mugakinripa pumkalu pumretanru.";"Guarda tu ropa para que no se moje.";"diccionario_virtual_yine"
"Wala gimtuka gwayegletanno.";"Ella fue quien dañó mi hogar.";"diccionario_virtual_yine"
"Gimtuwnachri koko netapana.";"Encontré a mi tío muy molesto.";"diccionario_virtual_yine"
"Wale tsrushkiki pshinitsogkaka rumtuwna.";"Ese viejo reniega demasiado.";"diccionario_virtual_yine"
"gitsrukachiyma numugkaklewatanu.";"Voy a conversar con el jefe.";"diccionario_virtual_yine"
"Tshichoyma tumunkaklewkaka yinero.";"La señora dialoga con su hija.";"diccionario_virtual_yine"
"Kewe gipra gimutlu papa.";"Mi padre acaricia a su perro.";"diccionario_virtual_yine"
"Ksatumtaga nkawapya kayisreta numjikpotuka.";"En la tarde me fui a la playa y disfruté mucho.";"diccionario_virtual_yine"
"Yegwaklu gimxikgata tsruru shima retinripa gitokgaya.";"Su hermano se sumergió en el río para encontrar un pez.";"diccionario_virtual_yine"
"Tye prika gina gapokamta.";"En la mañanita llovió un rato.";"diccionario_virtual_yine"
"Nupxalo kawgaklu tuwekle ginamtachripa.";"Mi amiga está acercándose a su próximo destino.";"diccionario_virtual_yine"
"Pagikanu runanshininyina walepotu pannatana.";"Cuando te prohíben algo, más ganas dan de hacerlo.";"diccionario_virtual_yine"
"Raponjemtatka tsruru girixanu ginaklu gapokatka.";"Los ríos empiezan a crecer porque ya estamos en invierno.";"diccionario_virtual_yine"
"Satumnu nanuka kamrurchi kamruta ginginero.";"El ingeniero hace obras en la comunidad.";"diccionario_virtual_yine"
"Koko gwaplo ginmunaji kshi.";"Mi tío fue a sacar resina de sangre de grado.";"diccionario_virtual_yine"
"Tye yechno gina nannt.";"Anoche estuvo lloviendo.";"diccionario_virtual_yine"
"Runnipgata satu gipnanatachri.";"El muerto resucitó respirando.";"diccionario_virtual_yine"
"Xaniko nnikatanutkalu nashgajre ginijitkano.";"En este momento ya estoy terminando mi tinaja: ya estoy en el cuello.";"diccionario_virtual_yine"
"Waleni ksuru wunriklu miyaria gapga.";"Ese mes barbasqueamos en la quebrada de Miaría.";"diccionario_virtual_yine"
"Kapetgogne runatka koko supawaya.";"Ayer el tío vino de Sepahaua.";"diccionario_virtual_yine"
"Satu gistitoto gima rutakanu gerotu gitsrukachri gewi miariaya.";"El nuevo alcalde ofreció crear un instituto acá en la comunidad de Miaría.";"diccionario_virtual_yine"
"Rupchekatka shiji.";"El maíz ya ha brotado.";"diccionario_virtual_yine"
"Gipchiklo toglutwu jiro, topji wapokamtini.";"La abuela nos dio de comer chilicano de pescado ahumado.";"diccionario_virtual_yine"
"Gipchikamtanro xako patlumta, wala wnikaprikatanropa";"Tienen que dejar remojando el pescado salado de palometa para nuestro desayuno.";"diccionario_virtual_yine"
"Tupchotukyano nonajetsa.";"Mis collares se han enredado.";"diccionario_virtual_yine"
"Paneruneyma rupekaka gimatkaletna yine.";"Los yines intercambian sus conocimiento con los mestizos.";"diccionario_virtual_yine"
"Psatkaknro sroshchi panikanro.";"Devuelve el dinero que llevaste.";"diccionario_virtual_yine"
"Kanipreklu gayapini kapetgogne wane wetgapotyana gipetune.";"Ayer cuando nos fuimos a la isla encontramos muchas pisadas de ronsocos.";"diccionario_virtual_yine"
"Gipgapto nkamrujixlu yeye.";"A mi hermano le mandé hacer una puerta.";"diccionario_virtual_yine"
"Gitatsi gwachro yineru gipgijewna pratatka gepi gogne gamganatachri kewe.";"El perro de mi vecina apareció después de dos días en su casa.";"diccionario_virtual_yine"
"Tupgujtatlu tchinanru nsaplo.";"Mi tía confesó lo que dijo.";"diccionario_virtual_yine"
"Jiro kapchapitlu kaglu gimatu tkamrutanu.";"Mi abuela empieza amasar arcilla porque va a empezar hace olla de barro.";"diccionario_virtual_yine"
"Mrixi pixi shiktejrni.";"El pelo del sajino es duro.";"diccionario_virtual_yine"
"Mturu gipkakgatlu koya.";"El niño derrama el masato.";"diccionario_virtual_yine"
"Yechikawa nyinuwakanru gashgaji pkomu.";"Mañana empezaré hacer la base de la tinaja.";"diccionario_virtual_yine"
"Wentilatora giploka yechnotno.";"La ventiladora me ventiló anoche.";"diccionario_virtual_yine"
"Kapnatapanatkaluna satu yinerni gipnachini gipnachinyegiko chiji.";"Al hombre que murió ya lo llevaron a enterrar al cementerio.";"diccionario_virtual_yine"
"Kanawa tuptekininatka shapni tsajrurukjiwumtana.";"Cuando se subió al bote, mi tía se mareó.";"diccionario_virtual_yine"
"Kapetgogne rupnana satu kshoterni.";"Ayer murió un venado.";"diccionario_virtual_yine"
"Wala gipnawata gita tupjeta.";"Ella sueña conmigo.";"diccionario_virtual_yine"
"Rupokana tonajni.";"El huevo se chancó.";"diccionario_virtual_yine"
"Rupokamtana gashgajni.";"La tinaja se rompió.";"diccionario_virtual_yine"
"Rupargka pochwapagiru.";"Se derritió el azúcar.";"diccionario_virtual_yine"
"Trompo sagi sajrurjeta.";"El trompo rota.";"diccionario_virtual_yine"
"Gawaka gapga, tuyakastsigitya kanawa turpurunanumta.";"La troza de madera volcaba desde arriba del río.";"diccionario_virtual_yine"
"Gitskata nupruurumtana.";"Me caí rodando en el barranco.";"diccionario_virtual_yine"
"Tuptagojitanru maklujni wa yinero.";"La señora cacheteó al joven.";"diccionario_virtual_yine"
"Ruptajrutna pejnuruneko, gi mayxakluna.";"Todos multiplicaron sin equivocarse.";"diccionario_virtual_yine"
"Rumjiklepogna ruptamyotna yine.";"Las personas aplauden de alegría.";"diccionario_virtual_yine"
"Gagapitsayma yenewatna mturune wale ruptetyana.";"Los niños saltan jugando sobre una soga.";"diccionario_virtual_yine"
"Kayatu wgene rupuchgakaka nuru.";"Mi padre domestica la cría del majás.";"diccionario_virtual_yine"
"Tyonaka pututa shapa.";"Mi tía cultiva su patio.";"diccionario_virtual_yine"
"Wupxakanyi wkamrutyalu pwashre.";"Vamos a cooperar para hacer su techo.";"diccionario_virtual_yine"
"Rupxaklu kamrurchiya satu yineru getjerewatachri pagixanuya kamrurchi.";"El asistente apoya a su supervisor de campo.";"diccionario_virtual_yine"
"Gita gipxaklu nepuru jiglokinripa.";"Yo le ayudé a mi hermano en sus estudios.";"diccionario_virtual_yine"
"Runro rupxaka mturu.";"El niño ayudó a su mamá.";"diccionario_virtual_yine"
"Nurune gipxaletamtno sana nyapini.";"Mis padres me acompañaron a la chacra.";"diccionario_virtual_yine"
"Gixo girapistono wanejno.";"Yo tengo un juego de pocillos.";"diccionario_virtual_yine"
"Gijretlewatachrini satu girchi.";"El padre es consejero.";"diccionario_virtual_yine"
"Koya rurpotuta wale.";"Él bebe mucho masato.";"diccionario_virtual_yine"
"Tye chijne waneru satu yine gitakanru girukotlewatachri.";"En nuestro país hay un gobernante que el pueblo ha elegido.";"diccionario_virtual_yine"
"Yiglepotuko tyanamta jiro tgirukotnawa.";"Mi abuela se cuida al caminar.";"diccionario_virtual_yine"
"Girukotlewatachri getjetlu psoluko gikta xani kiglepoklu psoluko.";"El vigilante verifica que todo esté en orden.";"diccionario_virtual_yine"
"Ngimajiro girukotna nwugenene.";"Mi suegra está cuidando a mis hijos.";"diccionario_virtual_yine"
"Satu jeji giruktatlu kachowguru.";"Un hombre espía al ladrón.";"diccionario_virtual_yine"
"Nuru kamrutlu rusanate paranta rutakyawakapa.";"Mi padre hace chacra para siembrar plátano.";"diccionario_virtual_yine"
"Gisatu nkamrumtyatkalu nkamle gimatu.";"Ya estoy formando el cuerpo de la olla de barro.";"diccionario_virtual_yine"
"Narangka nushankanu.";"Voy a vender naranjas.";"diccionario_virtual_yine"
"Gishanrewatikowaka nanjitapapinri psoluko niikaluru.";"Voy a comprar todos mis víveres en el mercado.";"diccionario_virtual_yine"
"Rushigkaplu rumiriote rurunripa.";"Se acordó que debe tomar su remedio.";"diccionario_virtual_yine"
"Gishiniikaluru wgenchi psolgogneko tomgaka.";"Cuando se le extraña al hijo, a cada rato se le llama.";"diccionario_virtual_yine"
"Rushinikanuwata totu.";"El abuelo está meditando.";"diccionario_virtual_yine"
"Ginrochi gishiniklu toturu.";"Una madre ama a su hijo.";"diccionario_virtual_yine"
"Mama kamrujixlu papa gishkita.";"Mi mamá le mando hacer a mi papá una horquilla.";"diccionario_virtual_yine"
"Papa gishlata kamrutyalu kosina paranta wutakyawakapa.";"Mi padre le aumento la cocina haciendo un alero para guardería del plátano.";"diccionario_virtual_yine"
"Tushpaka wgenetatka sato waka.";"La vaca ya parió.";"diccionario_virtual_yine"
"Rushpakamtatka makluji ginrukoya.";"El joven ya salió de su cuarto.";"diccionario_virtual_yine"
"Tushpaka satu mturu jeji.";"Nació un bebé varón.";"diccionario_virtual_yine"
"Gispero putkapanru gimatu wane wstokagatini.";"Ve colocar una olla en donde cae el agua para juntar.";"diccionario_virtual_yine"
"Nshinelate ranikyano gishpurga.";"El oleaje se llevó mi sandalia.";"diccionario_virtual_yine"
"Muchikawa tsrunni wapgutsayma kamrujenatlu kashri twa gishrikle nikawnaletsa rushrikaskiwatyaluna.";"Antiguamente, los ancianos torcían hilos para amarrar el arco de la flecha y le hacían nudos en la punta.";"diccionario_virtual_yine"
"Koprigapotywaka pushrikamtinro kanawa.";"Amarra el bote al embarcadero.";"diccionario_virtual_yine"
"Pushriknojre namtakamtana.";"Me olvidé tu corbata.";"diccionario_virtual_yine"
"Chowguwatana koko wgenni, wale chinanu rushyatanruna.";"El hijo de mi tío ha cometido un robo; por eso, lo encerraron.";"diccionario_virtual_yine"
"Poncho rushyatna kachiklewakaya mturune.";"Los niños se cubren con la frazada en las zonas frías.";"diccionario_virtual_yine"
"Gixo gishyajiwlechi nanjitanu mturune chinanupa.";"Compraré muchas gorra para mis niños.";"diccionario_virtual_yine"
"Ginrochi gishyayegitanru toturni rushpashatyapa.";"Una madre encierra a su hijo para que no salga.";"diccionario_virtual_yine"
"Gimatupushyatanu kapcholu xako jiglokanru niikaluru.";"Tienes que tapar la olla, sino va entrar la suciedad.";"diccionario_virtual_yine"
"Jiro gimni kachinyegina toskitpoya.";"Mi abuela dijo que le duele la pelvis.";"diccionario_virtual_yine"
"Noturni gisatkana wale chinanu yayixana.";"Mi hijo ha sido hechizado; por eso, está enfermo.";"diccionario_virtual_yine"
"Mkachrinitka gisolikana.";"La tela se había hongueado.";"diccionario_virtual_yine"
"Nnikatkalu nkamle gashgaji gispu tkano.";"Ya estoy terminando la boca de la tinaja.";"diccionario_virtual_yine"
