"yine";"spanish";"source";"suspect_reason"
"Giyagni Gita pogirchino wane nchinanna npotuklesretate gajene, 'Ginanu, Nuru giglenshinikanutanune. Gyoptotanru pogirewatyawaka gixa chinanupa galpokotkaluru ma mutaakonuwa tye psolchijneko.";"Entonces el Rey dirá a los que están a su derecha: Vengan, ustedes que tienen la bendición de mi Padre, en el reino preparado para ustedes desde la fundación del mundo:";"bible";"unbalanced_quotes"
"Mamkatno. Gmakatno. Nyayixa. Nsalwayegitno. Yoshmakjetikowakananno. Ginyegitno.'";"No tenía ropa, y me la dieron: cuando estuve enfermo me visitaron o en la cárcel, vinieron a mí.";"bible";"unbalanced_quotes"
"Giyagni poyagkakachine gigitanno. Wane chinannona, 'Gitsrukaachi, ¿giklu wetyi pnachinatini ga wa woglutyi, waka gonunnagatewatachriyi ga wa weneka giiretyi?";"Entonces los justos responderán a él, diciendo: Señor, ¿cuándo te vimos con hambre, y te dimos de comer? o sediento y te dimos de beber?";"bible";"unbalanced_quotes"
"¿Giklu wetyi pyayixanatini ga wa yoshmakikowaka pwini pixa, ga wa wunyegityi pixa?'";"¿Y cuándo te vimos enfermo, o en la cárcel, y vinimos a ti?";"bible";"unbalanced_quotes"
"Wanepnute wane nchinankoxna wa nkegnetesreta gwachine, 'Gixrikinno, kamakpiratkalungi. Xirnachri gyanu gike rixiniko muwnakatu, tsru kamchi chinanu galpokotkaluru ga wa gitowrenenupa.";"Entonces dirá a los que están a la izquierda: ""Salgan de mí, malditos"", al fuego eterno que está listo para el Maligno y sus ángeles:";"bible";"unbalanced_quotes"
"Pnu nuyakatinina, gi wa gyoptotanno. Mamkatu nixini, gi wa gmakatanno. Nyayixinina ga wa yoshmakikowaka nwini, gi wa nsalwayegitanno.'";"Vagué, y no me hospedaron; sin ropa, y no me dieron ropa; enfermo, y en prisión, y ustedes no vinieron a mí.";"bible";"unbalanced_quotes"
"Wale retna yimaklene. Rumtuwnana. Wane chinna, ""¿Klu chinanu wane tixa salewnaleta?";"Pero cuando los discípulos lo vieron, se enojaron, diciendo: ¿Para qué se desperdicia esto?";"bible";"unbalanced_quotes"
"Geso gimatlu. Wane chinna, ""¿Klu chinanu nsalewnakaklo twu suxo? Gi rixanu kigleru kamrurchi tkamrutyano.";"Pero al ver Jesús, les dijo: ¿Por qué molestas a la mujer? ella me ha hecho un acto amable.";"bible";"unbalanced_quotes"
"Giyagni rugitna Wale. Wane chinna, ""Girpaktanwa Gitayma gigakachri kolpetoya gimyoya, walepni wa samyokanno.";"Y él respondió y dijo: El que mete su mano en el plato conmigo, me traicionara.";"bible";"unbalanced_quotes"
"Kashichlo girapistono. Poyagnutyegitlo. Renekna. Wane chinna, ""Giranu walaya pejnurunekgi.";"Y tomando una copa, bendiciendo, se las dio, diciendo:";"bible";"unbalanced_quotes"
"Giyagni Geso wane chinna, ""Tye yechno pejnurunekgi gixapni gitspeekaakona Gita chinanu. Gi rixanu kayongalutkani: Nuylakanru girukotapratachri, ga wa gowegane gapatyawaka gajene kotspalkaakona.";"Entonces Jesús les dijo: Todos ustedes se apartaran de mí esta noche; porque está dicho en las Escrituras: Daré muerte al pastor de las ovejas, y las ovejas del rebaño serán dispersadas.";"bible";"unbalanced_quotes"
"Yimaklene yegi ya. Retamtna gimkanatachine. Wane chinru Petro, ""Giyagni ¿gi gimkata giyokletge Gitayma pshinitsonu?";"Y vino a los discípulos, y los ve que están durmiendo, y dice a Pedro: ¿Qué? ¿No pudiste velar conmigo una hora?";"bible";"unbalanced_quotes"
"Wanepnute yimaklene yegi yatnaka. Wane chinna, ""Gimkapanuchi. Gapnanutanutka. Nopapkostsitkani Gita wa Yineru Wgenno samyookotka kmukochirerunemyoya.";"Entonces él viene a los discípulos; y les dice: Duerman ahora, y descansen : porque la hora ha llegado, y el Hijo del hombre es entregado en manos de hombres malos.";"bible";"unbalanced_quotes"
"Giyagni Geso wane chinru, ""Pumretanru pyoglolewapre. Rawyawaka putakanru. Gi rixanu pejnuruneko yoglolewapi koschekachri, yoglolewapiko ruylatiko.";"Entonces Jesús le dice: Vuelve a poner tu espada en su lugar; porque todos los que tomen la espada, morirán a espada.";"bible";"unbalanced_quotes"
"Waneklu Geso wane chinna wa gixolune yine, ""¿Ginyegitno gixa yoglolewapiyma gagajeyma, kachowguru pixka gixa kashretnoge? Pagognemnunanuka gixayma ntuplanata. Nunkaklewata kpashiwakapjiya. Gi wa wane gkashichyano.";"En esa hora, Jesús dijo a la gente: ¿Has salido como un ladrón con espadas y palos para llevarme? Yo enseñaba todos los días en el Templo y tú no me llevabas.";"bible";"unbalanced_quotes"
"Seyni pejnuruko tyekaka wane gixkaluru poyagkakikolupa wa yonchi, Goyakalu tokanu geneklewatachine yonga."" Ruknokamtluna pejnuruneko yimaklene. Rasukatkana.";"Pero todo esto ha sucedido para que las escrituras de los profetas se hagan realidad. Entonces todos sus discípulos dejándole huyeron.";"bible";"unbalanced_quotes"
"Wane chinna, ""Gitsrukaachi, wushiniklu wa wale kyokwirewaklerni wane china, 'Mapagogne giknoginpatka nyotunotanu.'";"Diciendo: Señor, tenemos en mente cómo ese hombre falso dijo, mientras aún vivía, que después de tres días resucitaré.";"bible";"unbalanced_quotes"
"Giyagni pyokanrewatanu girukotayomletikolupa mapgogne rixinpotunanuko, ma chowgutapyapluna yimaklene goyechno, ma wane chinyanupna yine, 'Yotunomtatka gipnachinetskalaya.' Gapkatatachri pupjeru muchinanu pnute ma mixinitipa.";"Ordena, pues, que el lugar donde está su cuerpo sea vigilado hasta el tercer día, por temor a que sus discípulos vengan y se lo lleven en secreto y le digan a la gente: ""Él ha vuelto de entre los muertos; el error será peor que el primero.";"bible";"unbalanced_quotes"
"Goyakalutowreru gigita. Wane chinna suxone, ""Gi mpikanu gixa. Gi rixanu numatgi Geso gijga, wa koroshishkita gitakanatkaluru.";"Y el ángel dijo a las mujeres: No teman; porque veo que están buscando a Jesús, que murió en la cruz.";"bible";"unbalanced_quotes"
"Wane chinkana, ""Wane nchinanu, 'Yimaklene goyechno ginapa. Chowgutpatkaluna, wumkanatni wixni.'";"Digan: Sus discípulos vinieron de noche y se lo llevaron en secreto mientras dormíamos.";"bible";"unbalanced_quotes"
"Rapyegitinitkana Geso, ruynumsatna. Wane chinna, ""Psolpotuko nutakika tengogne ga wa chiji.";"Entonces Jesús, acercándose a ellos, dijo: Toda potestad me ha sido dada en el cielo y en la tierra.";"bible";"unbalanced_quotes"
"Runkaklewata. Wane china, ""Runa najxigi Gita pnute muchkonurutu. Gi wa Gita gimukluni nyomshokinri nkoshpirokyaplu yoshmaklejixitsa.";"Y les dijo a todos: ""Hay uno que viene después de mí, que es más poderoso que yo, y no soy digno de agacharme y desatarle la correa de sus sandalias"".";"bible";"unbalanced_quotes"
"Giyagni rumata Geso Walenanuko wane rixanshinikanutinrina. Wane china, ""¿Klu chinanu wane gixanshinikanuta tyekaka wa gajiya?";"Y Jesús, teniendo conocimiento en su espíritu de sus pensamientos, les dijo: ¿Por qué piensan y meditan de estas cosas en sus corazones?";"bible";"unbalanced_quotes"
"Wa gimatyaplu wa Gita Yineru Wgenno tyechijneya gitaakalurno kaspukmukochiretjerupno,"" wane chinru giktegachri,";"Pero para que vean que el Hijo del Hombre tiene autoridad para el perdón de los pecados en la tierra, (dijo al hombre),";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""Gi rumkata gogajirewletna wanna kashimyolu getachine gnunrowatachri wannaymalutuwa, Gita pixka nyimakleneymano. Wa wannayma rawanatini gnunrowatachri gi rumkata gogajirewletna, xani pixka wa Gita gimwakopshinna nyimaklene.";"Y Jesús les dijo: ¿Pueden los amigos de un recién casado estar en ayuno mientras él está con ellos? mientras lo tengan con ellos los invitados no pueden ayunar.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""¿Gi ge pagogne getyongatlu wa gi rixpokota Tawi, magatini wa nachichini wale ga wa waleymalune?";"Y él les dijo: ¿Nunca han leído lo que hizo David cuando tenía necesidad y estaba sin comida, él y los que estaban con él?";"bible";"unbalanced_quotes"
"Wane koxa chinna Geso, ""Wa gapnanutikalurgogne yine chinanu kamrutka. Wa yine gi kamrutka gapnanutikalurgogne chinanu.";"Y les dijo: El sábado fue hecho para el hombre, y no el hombre para el sábado;";"bible";"unbalanced_quotes"
"Wa tomginitkana Geso, wane china yapkakluya, ""¿Gi rixpoko maleka giknokletinwa Satanasyokakluko?";"Y volviéndose a ellos, les dijo en forma de historia: ¿Cómo es posible que Satanás expulse a Satanás?";"bible";"unbalanced_quotes"
"Retjetna ruxiplatanune. Wane china, ""Getanna nunro nepurune.";"Y mirando a los que estaban sentados a su alrededor, dijo: Mira, mi madre y mis hermanos.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""Ga wa gixa geneeka gimatyaplu giyogimanatkaluru Goyakalu pogirewatyawakapirana. Wa maleka gajene ginkaaka yapkaklupjeya pejnurukopirana.";"Y les dijo: A ustedes se les ha dado el secreto del reino de Dios, pero a los que están afuera, todas las cosas se les dan en forma de historias;";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""¿Gi ge gimatlu tye yapkaklu? ¿Gi gixpoko gimatletanru ptowruko yapkaklu?";"Y él les dijo: Si no tienen clara esta historia, ¿cómo van a tener claridad sobre los demás?";"bible";"unbalanced_quotes"
"Wane koxa chinna Geso, ""¿Taniikege yochpikjetkalurompuko wa gimatumpuko ga wa shechimpuko tutakikolupa? ¿Gi ge katalo kgapiko tutakikolupni, wa tpokamlatinripa?";"Y él les dijo: Cuando entra la luz, ¿la gente la pone debajo de una vasija, o debajo de la cama, y no sobre su mesa?";"bible";"unbalanced_quotes"
"Wane koxa chinna Geso, ""Xakoka gyijnakotanru. Wa yantapi gixa yantajetinro, walako yantatingina gixanuko. Gyognikyegitko gixapa.";"Y él les dijo: Tengan cuidado de lo que oyen : en la misma medida que tú das, recibirás, y te darán más.";"bible";"unbalanced_quotes"
"Wane china Geso, ""Wane rixa Goyakalu pogirewatyawaka wa satu jeji gitaklu giji chijiya.";"Y él dijo: Tal es el reino de Dios, como si un hombre pusiera su semilla en la tierra,";"bible";"unbalanced_quotes"
"Wane china Geso, ""¿Giru wutakanru wale pixkalutu pogirewatyawaka Goyakalu? ¿Giru yapkaklu wutakanru?";"Y él dijo: ¿Qué imagen podemos dar del reino de Dios, o con qué historia podemos dejarlo en claro?";"bible";"unbalanced_quotes"
"Rapokinitka, gapnanutikalurgogne yinuwaka ginkaklewleta wa ginkaklewawakapjiya. Gi gepika yijnakotlu. Ruglajitna. Wanna wane china, ""¿Ginaka rumatyalu Wale tyekaka? ¿Klu gimatkalewlunwa tye renekikolu wa Wale? ¿Gi pixkalutunanni ruyaklekaka kamrutkalurni gimyoya?";"Y cuando llegó el día del sábado, estaba enseñando en la sinagoga; y varias personas que lo escuchaban se sorprendieron y dijeron: ¿De dónde sacó este hombre estas cosas? y, ¿Cuál es la sabiduría dada a este hombre, y cuáles son estas obras de poder hechas por sus manos?";"bible";"unbalanced_quotes"
"¿Gi ge kyosokoklerukni tye, wa Mariya wgene, wanna Gosi, wa Gota, Simo wanna yegwaklu? ¿Gi wa gewna wixayma repurone?"" Wale rutspenshinikanutyana.";"¿No es este el carpintero, el hijo de María, el hermano de Jacobo, José, Judas y Simón? y no son sus hermanas aquí con nosotros? Y ellos se ofendieron con el y no le hicieron caso.";"bible";"unbalanced_quotes"
"Wane chinna Wale, ""Ginakakokta gjiglokanu satu panchi, wanepji gwanu gishpakamtinpotunanuko waneya.";"Y él les dijo: Dondequiera que vayas a una casa, haz de eso tu lugar de descanso hasta que te vayas.";"bible";"unbalanced_quotes"
"Wa kayi rixinitka yimaklene gapyegitlu. Wane chinna, ""Gewni yineru mwiyawakanu. Wa kayitkani.";"Y al final del día, sus discípulos se le acercaron y le dijeron: Este lugar es un desierto, y es tarde:";"bible";"unbalanced_quotes"
"Geso wane china, ""Sanowashatachingi. Goyakalu tokanu kigle reneklewata Gisayiya gixapirana. Wane rixa yonatkaluru: Nyi yine gispuyna kagwakpiratno seyni rajiyna wajra yanna Gitaya.";"Y él dijo: Bien dijo Isaías de lo hipocrita que son ustedes, como está escrito, Esta gente me honra con sus labios";"bible";"unbalanced_quotes"
"Wane chinkoxna Geso, ""Kigle giknokle gixlu wa Goyakalu yokanatanru tokanchi wa gomkagityaplu wa gixako giykole.";"Y les dijo: Verdaderamente has apartado los mandamientos de Dios, para guardar las tradiciones de los hombres.";"bible";"unbalanced_quotes"
"Wa tomgatnakna gixolune yine. Wane chinna Geso, ""Gyijnakotanno pejnurunekgi. Gimata jemanu.";"Volviéndose otra vez al pueblo, les dijo:Escúchenme todos, y entiendan mis palabras.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""¿Gixa koxa wane gixa mumatjemkangi? ¿Gi ge gimata jemlu wa pejnuruko maleka gwachri wa jigloklu yineru gi rumkata puchotletlu?";"Y él les dijo: ¿Tienen tan poca sabiduría, tampoco no entienden ? ¿No ven que todo lo que entra a un hombre de fuera no puede hacerlo impuro,";"bible";"unbalanced_quotes"
"Gi rixanu gi wa jigloklu wa raji seyni ginanwakapje. Rushpaka gichkajetyawaka."" Wale powratlu ptowruko niikaluru.";"Porque no va al corazón sino al estómago y sale con el desperdicio? Él dijo esto, haciendo que toda la comida esté limpia.";"bible";"unbalanced_quotes"
"Wane china, ""Wa yineruya gishpakyachri, ga ga walenwa puchotlu yineru.";"Y él dijo: Lo que sale del hombre, eso contamina al hombre.";"bible";"unbalanced_quotes"
"Geso gimatlu. Wane chinna Wale, ""¿Klu gyoptopirkakya wa maleshaygi jimapro? ¿Gi ge gishinikanuwatawa? ¿Gi ge gimata jemanatawa? ¿Waneygi shikolu gaji?";"Y Jesús, al oírlos, les dijo: ¿Por qué discuten entre ustedes que no tienen pan? ¿Todavía no ven, y todavía no está claro para ustedes? son sus corazones tan duros?";"bible";"unbalanced_quotes"
"Tomgana Geso wa gixolune yine yimakleneyma. Wane china, ""Katukokta galuka gwagajxigletno raalixinwa walenanuko. Rawanro koroshishkitate. Romkagitanno.";"Y volviéndose a la multitud con sus discípulos, les dijo: Si alguno quiere venir en pos de mí, renuncie a sí mismo, a todos los deseos de la carne, y tome su cruz, y ven en pos de mí.";"bible";"unbalanced_quotes"
"Rugitna Wale. Wane china, ""Giliya galikakni rungapkatanu rugletyaplu ptowruko. ¿Gi chinpiranata koxa wa yonchi wa Gita Yineru Wgenno gixo nsalewninripa, ga wa gi nkagwakpiratko?";"Y él les dijo: En verdad, Elías es el primero, y pone todo en orden; ¿y cómo se dice en las Escrituras que el Hijo del hombre sufrirá mucho y será hecho como nada?";"bible";"unbalanced_quotes"
"Gixolune satute gigitlu. Wane china, ""Yimaklewatachri, nanikyegityi noturu. Waneyanru kamchi myanumatkatu rixkakjeru.";"Y uno de los que estaban en la multitud respondió : Maestro, vine a ti con mi hijo, que tiene un espíritu mudo;";"bible";"unbalanced_quotes"
"Geso gepomgalu ruru, ""¿Gipshini wane gixlenatkalu?"" Wale wane china, ""Mturuyakawa rixini.";"Y Jesús preguntando al padre dijo: ¿Desde cuando ha estado así? Y él dijo: Desde niño.";"bible";"unbalanced_quotes"
"Geso wane china, ""Gi wa gijretanru. Wa gikena wane gixa giyakleta ngiwakaya wa rumkata pshinitsonu gektuchinretno.";"Pero Jesús dijo: No digas; porque no hay varón que haga gran obra en mi nombre, y que al mismo tiempo diga mal de mí.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""Nshiknu gaji chinanu yonyegitgi wa tye Tokanchi Yokanatkaluru.";"Pero Jesús les dijo: A causa de sus corazones endurecidos, él les dio esta ley.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""Girukokta giknoklo wa ganunro, sato ganunrotinitnaka rumopatlewata wala chinanu.";"Y les dijo: Cualquiera que repudia a su mujer y toma a otra, comete adulterio en contra de su esposa;";"bible";"unbalanced_quotes"
"Retinri Geso jigekanuwata. Wane chinna Wale, ""Getashatanna mturune runyegitannona. Gi gimaletanna. Gi rixanu wanna pixkalune wannanni wa Goyakalu pogirewatyawaka.";"Cuando Jesús lo vio, se enojó y les dijo: Dejen que los niños vengan a mí y no se los impidan; porque de tal es el reino de Dios.";"bible";"unbalanced_quotes"
"Geso wane chinru, ""¿Klu chinanu wane pchinno kigleru? Gi satuna waneru kigleru. Satupjeru, Goyakalupje.";"Y Jesús le dijo: ¿Por qué dices que soy bueno? nadie es bueno sino uno, y ese es Dios.";"bible";"unbalanced_quotes"
"Wa yimaklene giglajita wa tokanuya, seyni Geso gigitatnaka. Wane chinna Wale, ""Wiwine, ¡gi payaprenanutkalu wa jiglokyapluna wa Goyakalu pogirewatyawaka wanna serojiproji gaponshinikanutachine!";"Y los discípulos estaban maravillados de sus palabras. Pero Jesús les dijo otra vez, Hijos, ¡qué difícil es para los que ponen fe en la riqueza entrar en el reino de Dios!";"bible";"unbalanced_quotes"
"Giyagni Geso wane china, ""Galikaka wane nchingi, girukokta giknokapjimta, yegwakane, repurune, repurone, wa ruru, runro, wugenene, wa rusanatkaka giknokachri Gita chinanu, wa Kiglerpotunanu Tokanchi chinanu,";"Jesús dijo: De cierto te digo, que no hay hombre que haya dejado la casa, ni hermanos, ni hermanas, ni madre, ni padre, ni hijos, ni tierra, por causa de mí y por las buenas nuevas,";"bible";"unbalanced_quotes"
"Wanna wane chinru, ""Wumkatlu."" Wane chinna Geso, ""Wa girapistono nurapre girini. Wa katlu wa Gita katikolu wale koxa gkatikolupa.";"Y ellos le dijeron: Nosotros podemos. Y Jesús les dijo:a la verdad beberás de la copa que yo estoy bebiendo; y con el bautismo que voy a ser bautizado serán bautizados:";"bible";"unbalanced_quotes"
"Geso tomgana. Wane chinna Wale, ""Gimata wa tsrukakalune kagwakikalune payinetskalaya towutlewpotutna. Wanna gitsrukatene tsru gitaaka wanna chinanu.";"Y Jesús los hizo venir a él, y les dijo:Ustedes ven que los que son gobernados de los gentiles son señores sobre ellos, y sus grandes tienen autoridad sobre ellos.";"bible";"unbalanced_quotes"
"Wane chinna Wale, ""Gyanu tujra pokchi gixa ginaple gajeru. Pokchipotuko gapokinpatka wane gikshikinri mporo wgene tsatkaluru, gi satuna yineru mtuplatjitanutuwa. Gkoshrikanru. Ganikanru.";"Y les dijo: vayan al pequeño pueblo de enfrente; y cuando entren, verán un asno con una cuerda alrededor de su cuello, en la que ningún hombre lo ha montado; desatenlo y vuelvan con él.";"bible";"unbalanced_quotes"
"Geso, wane chinna, ""Galixanru Goyakalu.";"Y respondiendo Jesús, les dijo: Ten fe en Dios.";"bible";"unbalanced_quotes"
"Wane chinna Geso, ""Nepomgangi gixa satu tokanchi. Gigitanno. Wanepnute nunkakyapatkagi klu nutakika tyekaka nkamrutinri.";"Y Jesús les dijo: Les haré una pregunta; dame una respuesta, y diré con qué autoridad hago estas cosas.";"bible";"unbalanced_quotes"
